Region Code;Region Name;Code of Electoral District;Name of Electoral District;Code of Territorial District;Name of Territorial District;Party Number;Party Name;Votes;Vote Share in %;Party Voters Using their Right of Preferential Voting;Preferential Vote Share in %
5;Region of Žilina;507;Žilina;504;Kysucké Nové Mesto;21;HLAS ĽUDU;13;0.06;9;69,23
5;Region of Žilina;507;Žilina;504;Kysucké Nové Mesto;22;Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť;3;0.01;1;33,33
5;Region of Žilina;507;Žilina;504;Kysucké Nové Mesto;23;Práca slovenského národa;4;0.02;3;75,00
5;Region of Žilina;507;Žilina;504;Kysucké Nové Mesto;24;Kotlebovci - Ľudová strana Naše Slovensko;2411;12.98; 2 131;88,38
5;Region of Žilina;507;Žilina;504;Kysucké Nové Mesto;25;Socialisti.sk;76;0.4;55;72,36
5;Region of Žilina;507;Žilina;511;Žilina;1;Slovenská ľudová strana Andreja Hlinku;161;0.17;104;64,59
5;Region of Žilina;507;Žilina;511;Žilina;2;DOBRÁ VOĽBA;3253;3.48; 2 570;79,00
5;Region of Žilina;507;Žilina;511;Žilina;3;Sloboda a Solidarita;7026;7.52; 5 475;77,92
5;Region of Žilina;507;Žilina;511;Žilina;4;SME RODINA;7459;7.98; 5 949;79,75
5;Region of Žilina;507;Žilina;511;Žilina;5;Slovenské Hnutie Obrody;45;0.04;28;62,22
5;Region of Žilina;507;Žilina;511;Žilina;6;ZA ĽUDÍ;5116;5.47; 4 163;81,37
5;Region of Žilina;507;Žilina;511;Žilina;7;MÁME TOHO DOSŤ !;216;0.23;150;69,44
5;Region of Žilina;507;Žilina;511;Žilina;9;Slovenská národná strana;4292;4.59; 3 443;80,21
5;Region of Žilina;507;Žilina;511;Žilina;10;Demokratická strana;104;0.11;69;66,34
5;Region of Žilina;507;Žilina;511;Žilina;11;OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA;24212;25.91; 20 920;86,40
5;Region of Žilina;507;Žilina;511;Žilina;12;Koalícia Progresívne Slovensko a SPOLU - občianska demokracia;6635;7.1; 5 384;81,14
5;Region of Žilina;507;Žilina;511;Žilina;13;STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI;31;0.03;16;51,61
5;Region of Žilina;507;Žilina;511;Žilina;14;99 % - občiansky hlas;29;0.03;14;48,27
5;Region of Žilina;507;Žilina;511;Žilina;15;Kresťanskodemokratické hnutie;4019;4.3; 3 143;78,20
5;Region of Žilina;507;Žilina;511;Žilina;16;Slovenská liga;16;0.01;9;56,25
5;Region of Žilina;507;Žilina;511;Žilina;17;VLASŤ;3685;3.94; 3 091;83,88
5;Region of Žilina;507;Žilina;511;Žilina;18;MOST - HÍD;113;0.12;81;71,68
5;Region of Žilina;507;Žilina;511;Žilina;19;SMER - sociálna demokracia;18348;19.64; 15 965;87,01
5;Region of Žilina;507;Žilina;511;Žilina;20;SOLIDARITA - Hnutie pracujúcej chudoby;71;0.07;37;52,11
5;Region of Žilina;507;Žilina;511;Žilina;21;HLAS ĽUDU;59;0.06;36;61,01
5;Region of Žilina;507;Žilina;511;Žilina;22;Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť;26;0.02;20;76,92
5;Region of Žilina;507;Žilina;511;Žilina;23;Práca slovenského národa;43;0.04;30;69,76
5;Region of Žilina;507;Žilina;511;Žilina;24;Kotlebovci - Ľudová strana Naše Slovensko;7896;8.45; 6 626;83,91
5;Region of Žilina;507;Žilina;511;Žilina;25;Socialisti.sk;563;0.6;396;70,33
6;Region of Banská Bystrica;601;Banská Bystrica;601;Banská Bystrica;1;Slovenská ľudová strana Andreja Hlinku;140;0.21;103;73,57
6;Region of Banská Bystrica;601;Banská Bystrica;601;Banská Bystrica;2;DOBRÁ VOĽBA;2143;3.36; 1 708;79,70
6;Region of Banská Bystrica;601;Banská Bystrica;601;Banská Bystrica;3;Sloboda a Solidarita;5376;8.44; 4 226;78,60
6;Region of Banská Bystrica;601;Banská Bystrica;601;Banská Bystrica;4;SME RODINA;5908;9.27; 4 709;79,70
6;Region of Banská Bystrica;601;Banská Bystrica;601;Banská Bystrica;5;Slovenské Hnutie Obrody;34;0.05;24;70,58
6;Region of Banská Bystrica;601;Banská Bystrica;601;Banská Bystrica;6;ZA ĽUDÍ;4353;6.83; 3 393;77,94
6;Region of Banská Bystrica;601;Banská Bystrica;601;Banská Bystrica;7;MÁME TOHO DOSŤ !;155;0.24;100;64,51
6;Region of Banská Bystrica;601;Banská Bystrica;601;Banská Bystrica;9;Slovenská národná strana;1578;2.47; 1 198;75,91
6;Region of Banská Bystrica;601;Banská Bystrica;601;Banská Bystrica;10;Demokratická strana;129;0.2;105;81,39
6;Region of Banská Bystrica;601;Banská Bystrica;601;Banská Bystrica;11;OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA;14911;23.41; 12 496;83,80
6;Region of Banská Bystrica;601;Banská Bystrica;601;Banská Bystrica;12;Koalícia Progresívne Slovensko a SPOLU - občianska demokracia;6165;9.68; 5 070;82,23
6;Region of Banská Bystrica;601;Banská Bystrica;601;Banská Bystrica;13;STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI;20;0.03;8;40,00
6;Region of Banská Bystrica;601;Banská Bystrica;601;Banská Bystrica;14;99 % - občiansky hlas;18;0.02;10;55,55
6;Region of Banská Bystrica;601;Banská Bystrica;601;Banská Bystrica;15;Kresťanskodemokratické hnutie;2135;3.35; 1 718;80,46
6;Region of Banská Bystrica;601;Banská Bystrica;601;Banská Bystrica;16;Slovenská liga;7;0.01;4;57,14
6;Region of Banská Bystrica;601;Banská Bystrica;601;Banská Bystrica;17;VLASŤ;1680;2.63; 1 379;82,08
6;Region of Banská Bystrica;601;Banská Bystrica;601;Banská Bystrica;18;MOST - HÍD;199;0.31;150;75,37
6;Region of Banská Bystrica;601;Banská Bystrica;601;Banská Bystrica;19;SMER - sociálna demokracia;13248;20.8; 11 716;88,43
6;Region of Banská Bystrica;601;Banská Bystrica;601;Banská Bystrica;20;SOLIDARITA - Hnutie pracujúcej chudoby;163;0.25;111;68,09
6;Region of Banská Bystrica;601;Banská Bystrica;601;Banská Bystrica;21;HLAS ĽUDU;43;0.06;32;74,41
6;Region of Banská Bystrica;601;Banská Bystrica;601;Banská Bystrica;22;Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť;38;0.05;30;78,94
6;Region of Banská Bystrica;601;Banská Bystrica;601;Banská Bystrica;23;Práca slovenského národa;33;0.05;19;57,57
6;Region of Banská Bystrica;601;Banská Bystrica;601;Banská Bystrica;24;Kotlebovci - Ľudová strana Naše Slovensko;4822;7.57; 4 021;83,38
6;Region of Banská Bystrica;601;Banská Bystrica;601;Banská Bystrica;25;Socialisti.sk;379;0.59;273;72,03
6;Region of Banská Bystrica;602;Brezno;603;Brezno;1;Slovenská ľudová strana Andreja Hlinku;139;0.45;111;79,85
6;Region of Banská Bystrica;602;Brezno;603;Brezno;2;DOBRÁ VOĽBA;1178;3.85;930;78,94
6;Region of Banská Bystrica;602;Brezno;603;Brezno;3;Sloboda a Solidarita;1619;5.3; 1 238;76,46
6;Region of Banská Bystrica;602;Brezno;603;Brezno;4;SME RODINA;3124;10.23; 2 524;80,79
6;Region of Banská Bystrica;602;Brezno;603;Brezno;5;Slovenské Hnutie Obrody;37;0.12;28;75,67
6;Region of Banská Bystrica;602;Brezno;603;Brezno;6;ZA ĽUDÍ;1414;4.63; 1 087;76,87
6;Region of Banská Bystrica;602;Brezno;603;Brezno;7;MÁME TOHO DOSŤ !;186;0.6;145;77,95
6;Region of Banská Bystrica;602;Brezno;603;Brezno;9;Slovenská národná strana;1046;3.42;825;78,87
6;Region of Banská Bystrica;602;Brezno;603;Brezno;10;Demokratická strana;44;0.14;31;70,45
6;Region of Banská Bystrica;602;Brezno;603;Brezno;11;OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA;6744;22.08; 5 550;82,29
6;Region of Banská Bystrica;602;Brezno;603;Brezno;12;Koalícia Progresívne Slovensko a SPOLU - občianska demokracia;1822;5.96; 1 457;79,96
6;Region of Banská Bystrica;602;Brezno;603;Brezno;13;STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI;22;0.07;10;45,45
6;Region of Banská Bystrica;602;Brezno;603;Brezno;14;99 % - občiansky hlas;16;0.05;8;50,00
6;Region of Banská Bystrica;602;Brezno;603;Brezno;15;Kresťanskodemokratické hnutie;1123;3.67;971;86,46
6;Region of Banská Bystrica;602;Brezno;603;Brezno;16;Slovenská liga;4;0.01;1;25,00
6;Region of Banská Bystrica;602;Brezno;603;Brezno;17;VLASŤ;928;3.03;784;84,48
6;Region of Banská Bystrica;602;Brezno;603;Brezno;18;MOST - HÍD;99;0.32;79;79,79
6;Region of Banská Bystrica;602;Brezno;603;Brezno;19;SMER - sociálna demokracia;6889;22.55; 6 055;87,89
6;Region of Banská Bystrica;602;Brezno;603;Brezno;20;SOLIDARITA - Hnutie pracujúcej chudoby;43;0.14;27;62,79
6;Region of Banská Bystrica;602;Brezno;603;Brezno;21;HLAS ĽUDU;24;0.07;12;50,00
6;Region of Banská Bystrica;602;Brezno;603;Brezno;22;Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť;18;0.05;13;72,22
6;Region of Banská Bystrica;602;Brezno;603;Brezno;23;Práca slovenského národa;24;0.07;18;75,00
6;Region of Banská Bystrica;602;Brezno;603;Brezno;24;Kotlebovci - Ľudová strana Naše Slovensko;3766;12.33; 3 170;84,17
6;Region of Banská Bystrica;602;Brezno;603;Brezno;25;Socialisti.sk;228;0.74;180;78,94
6;Region of Banská Bystrica;603;Lučenec;606;Lučenec;1;Slovenská ľudová strana Andreja Hlinku;141;0.45;113;80,14
6;Region of Banská Bystrica;603;Lučenec;606;Lučenec;2;DOBRÁ VOĽBA;832;2.67;643;77,28
6;Region of Banská Bystrica;603;Lučenec;606;Lučenec;3;Sloboda a Solidarita;1370;4.4; 1 072;78,24
6;Region of Banská Bystrica;603;Lučenec;606;Lučenec;4;SME RODINA;2524;8.11; 2 000;79,23
6;Region of Banská Bystrica;603;Lučenec;606;Lučenec;5;Slovenské Hnutie Obrody;12;0.03;8;66,66
6;Region of Banská Bystrica;603;Lučenec;606;Lučenec;6;ZA ĽUDÍ;1669;5.36; 1 373;82,26
6;Region of Banská Bystrica;603;Lučenec;606;Lučenec;7;MÁME TOHO DOSŤ !;101;0.32;71;70,29
6;Region of Banská Bystrica;603;Lučenec;606;Lučenec;9;Slovenská národná strana;787;2.52;611;77,63
6;Region of Banská Bystrica;603;Lučenec;606;Lučenec;10;Demokratická strana;36;0.11;30;83,33
6;Region of Banská Bystrica;603;Lučenec;606;Lučenec;11;OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA;7388;23.74; 6 444;87,22
6;Region of Banská Bystrica;603;Lučenec;606;Lučenec;12;Koalícia Progresívne Slovensko a SPOLU - občianska demokracia;1521;4.88; 1 211;79,61
6;Region of Banská Bystrica;603;Lučenec;606;Lučenec;13;STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI;11;0.03;5;45,45
6;Region of Banská Bystrica;603;Lučenec;606;Lučenec;14;99 % - občiansky hlas;24;0.07;20;83,33
6;Region of Banská Bystrica;603;Lučenec;606;Lučenec;15;Kresťanskodemokratické hnutie;463;1.48;358;77,32
6;Region of Banská Bystrica;603;Lučenec;606;Lučenec;16;Slovenská liga;14;0.04;10;71,42
6;Region of Banská Bystrica;603;Lučenec;606;Lučenec;17;VLASŤ;720;2.31;594;82,50
6;Region of Banská Bystrica;603;Lučenec;606;Lučenec;18;MOST - HÍD;2254;7.24; 2 043;90,63
6;Region of Banská Bystrica;603;Lučenec;606;Lučenec;19;SMER - sociálna demokracia;5486;17.63; 4 714;85,92
6;Region of Banská Bystrica;603;Lučenec;606;Lučenec;20;SOLIDARITA - Hnutie pracujúcej chudoby;44;0.14;31;70,45
6;Region of Banská Bystrica;603;Lučenec;606;Lučenec;21;HLAS ĽUDU;27;0.08;14;51,85
6;Region of Banská Bystrica;603;Lučenec;606;Lučenec;22;Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť;2777;8.92; 2 419;87,10
6;Region of Banská Bystrica;603;Lučenec;606;Lučenec;23;Práca slovenského národa;11;0.03;6;54,54
6;Region of Banská Bystrica;603;Lučenec;606;Lučenec;24;Kotlebovci - Ľudová strana Naše Slovensko;2778;8.92; 2 420;87,11
6;Region of Banská Bystrica;603;Lučenec;606;Lučenec;25;Socialisti.sk;122;0.39;91;74,59
6;Region of Banská Bystrica;603;Lučenec;607;Poltár;1;Slovenská ľudová strana Andreja Hlinku;57;0.54;43;75,43
6;Region of Banská Bystrica;603;Lučenec;607;Poltár;2;DOBRÁ VOĽBA;345;3.29;269;77,97
6;Region of Banská Bystrica;603;Lučenec;607;Poltár;3;Sloboda a Solidarita;295;2.82;227;76,94
6;Region of Banská Bystrica;603;Lučenec;607;Poltár;4;SME RODINA;1086;10.38;876;80,66
6;Region of Banská Bystrica;603;Lučenec;607;Poltár;5;Slovenské Hnutie Obrody;21;0.2;20;95,23
6;Region of Banská Bystrica;603;Lučenec;607;Poltár;6;ZA ĽUDÍ;357;3.41;290;81,23
6;Region of Banská Bystrica;603;Lučenec;607;Poltár;7;MÁME TOHO DOSŤ !;43;0.41;31;72,09
6;Region of Banská Bystrica;603;Lučenec;607;Poltár;9;Slovenská národná strana;560;5.35;455;81,25
6;Region of Banská Bystrica;603;Lučenec;607;Poltár;10;Demokratická strana;11;0.1;8;72,72
6;Region of Banská Bystrica;603;Lučenec;607;Poltár;11;OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA;1979;18.91; 1 742;88,02
6;Region of Banská Bystrica;603;Lučenec;607;Poltár;12;Koalícia Progresívne Slovensko a SPOLU - občianska demokracia;399;3.81;319;79,94
6;Region of Banská Bystrica;603;Lučenec;607;Poltár;13;STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI;9;0.08;4;44,44
6;Region of Banská Bystrica;603;Lučenec;607;Poltár;14;99 % - občiansky hlas;6;0.05;6;100,00
6;Region of Banská Bystrica;603;Lučenec;607;Poltár;15;Kresťanskodemokratické hnutie;251;2.39;182;72,50
6;Region of Banská Bystrica;603;Lučenec;607;Poltár;16;Slovenská liga;2;0.01;1;50,00
6;Region of Banská Bystrica;603;Lučenec;607;Poltár;17;VLASŤ;276;2.63;219;79,34
6;Region of Banská Bystrica;603;Lučenec;607;Poltár;18;MOST - HÍD;51;0.48;42;82,35
6;Region of Banská Bystrica;603;Lučenec;607;Poltár;19;SMER - sociálna demokracia;2903;27.75; 2 521;86,84
6;Region of Banská Bystrica;603;Lučenec;607;Poltár;20;SOLIDARITA - Hnutie pracujúcej chudoby;22;0.21;11;50,00
6;Region of Banská Bystrica;603;Lučenec;607;Poltár;21;HLAS ĽUDU;4;0.03;2;50,00
6;Region of Banská Bystrica;603;Lučenec;607;Poltár;22;Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť;11;0.1;8;72,72
6;Region of Banská Bystrica;603;Lučenec;607;Poltár;23;Práca slovenského národa;4;0.03;2;50,00
6;Region of Banská Bystrica;603;Lučenec;607;Poltár;24;Kotlebovci - Ľudová strana Naše Slovensko;1702;16.27; 1 526;89,65
6;Region of Banská Bystrica;603;Lučenec;607;Poltár;25;Socialisti.sk;66;0.63;42;63,63
6;Region of Banská Bystrica;604;Rimavská Sobota;608;Revúca;1;Slovenská ľudová strana Andreja Hlinku;156;1.02;137;87,82
6;Region of Banská Bystrica;604;Rimavská Sobota;608;Revúca;2;DOBRÁ VOĽBA;351;2.3;274;78,06
6;Region of Banská Bystrica;604;Rimavská Sobota;608;Revúca;3;Sloboda a Solidarita;383;2.51;288;75,19
6;Region of Banská Bystrica;604;Rimavská Sobota;608;Revúca;4;SME RODINA;998;6.54;817;81,86
6;Region of Banská Bystrica;604;Rimavská Sobota;608;Revúca;5;Slovenské Hnutie Obrody;20;0.13;17;85,00
6;Region of Banská Bystrica;604;Rimavská Sobota;608;Revúca;6;ZA ĽUDÍ;642;4.2;535;83,33
6;Region of Banská Bystrica;604;Rimavská Sobota;608;Revúca;7;MÁME TOHO DOSŤ !;35;0.22;25;71,42
6;Region of Banská Bystrica;604;Rimavská Sobota;608;Revúca;9;Slovenská národná strana;631;4.13;546;86,52
6;Region of Banská Bystrica;604;Rimavská Sobota;608;Revúca;10;Demokratická strana;19;0.12;14;73,68
6;Region of Banská Bystrica;604;Rimavská Sobota;608;Revúca;11;OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA;3185;20.87; 2 767;86,87
6;Region of Banská Bystrica;604;Rimavská Sobota;608;Revúca;12;Koalícia Progresívne Slovensko a SPOLU - občianska demokracia;526;3.44;424;80,60
6;Region of Banská Bystrica;604;Rimavská Sobota;608;Revúca;13;STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI;7;0.04;4;57,14
6;Region of Banská Bystrica;604;Rimavská Sobota;608;Revúca;14;99 % - občiansky hlas;12;0.07;8;66,66
6;Region of Banská Bystrica;604;Rimavská Sobota;608;Revúca;15;Kresťanskodemokratické hnutie;325;2.13;274;84,30
6;Region of Banská Bystrica;604;Rimavská Sobota;608;Revúca;16;Slovenská liga;8;0.05;3;37,50
6;Region of Banská Bystrica;604;Rimavská Sobota;608;Revúca;17;VLASŤ;278;1.82;236;84,89
6;Region of Banská Bystrica;604;Rimavská Sobota;608;Revúca;18;MOST - HÍD;978;6.41;891;91,10
6;Region of Banská Bystrica;604;Rimavská Sobota;608;Revúca;19;SMER - sociálna demokracia;2994;19.62; 2 535;84,66
6;Region of Banská Bystrica;604;Rimavská Sobota;608;Revúca;20;SOLIDARITA - Hnutie pracujúcej chudoby;20;0.13;18;90,00
6;Region of Banská Bystrica;604;Rimavská Sobota;608;Revúca;21;HLAS ĽUDU;19;0.12;13;68,42
6;Region of Banská Bystrica;604;Rimavská Sobota;608;Revúca;22;Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť;1574;10.31; 1 465;93,07
6;Region of Banská Bystrica;604;Rimavská Sobota;608;Revúca;23;Práca slovenského národa;9;0.05;4;44,44
6;Region of Banská Bystrica;604;Rimavská Sobota;608;Revúca;24;Kotlebovci - Ľudová strana Naše Slovensko;1995;13.07; 1 729;86,66
6;Region of Banská Bystrica;604;Rimavská Sobota;608;Revúca;25;Socialisti.sk;92;0.6;53;57,60
6;Region of Banská Bystrica;604;Rimavská Sobota;609;Rimavská Sobota;1;Slovenská ľudová strana Andreja Hlinku;293;0.87;254;86,68
6;Region of Banská Bystrica;604;Rimavská Sobota;609;Rimavská Sobota;2;DOBRÁ VOĽBA;775;2.3;629;81,16
6;Region of Banská Bystrica;604;Rimavská Sobota;609;Rimavská Sobota;3;Sloboda a Solidarita;985;2.92;756;76,75
6;Region of Banská Bystrica;604;Rimavská Sobota;609;Rimavská Sobota;4;SME RODINA;2337;6.94; 1 956;83,69
6;Region of Banská Bystrica;604;Rimavská Sobota;609;Rimavská Sobota;5;Slovenské Hnutie Obrody;52;0.15;44;84,61
6;Region of Banská Bystrica;604;Rimavská Sobota;609;Rimavská Sobota;6;ZA ĽUDÍ;1062;3.15;855;80,50
6;Region of Banská Bystrica;604;Rimavská Sobota;609;Rimavská Sobota;7;MÁME TOHO DOSŤ !;104;0.3;78;75,00
6;Region of Banská Bystrica;604;Rimavská Sobota;609;Rimavská Sobota;9;Slovenská národná strana;812;2.41;626;77,09
6;Region of Banská Bystrica;604;Rimavská Sobota;609;Rimavská Sobota;10;Demokratická strana;33;0.09;25;75,75
6;Region of Banská Bystrica;604;Rimavská Sobota;609;Rimavská Sobota;11;OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA;5711;16.96; 5 034;88,14
6;Region of Banská Bystrica;604;Rimavská Sobota;609;Rimavská Sobota;12;Koalícia Progresívne Slovensko a SPOLU - občianska demokracia;1167;3.46;940;80,54
6;Region of Banská Bystrica;604;Rimavská Sobota;609;Rimavská Sobota;13;STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI;18;0.05;12;66,66
6;Region of Banská Bystrica;604;Rimavská Sobota;609;Rimavská Sobota;14;99 % - občiansky hlas;15;0.04;10;66,66
6;Region of Banská Bystrica;604;Rimavská Sobota;609;Rimavská Sobota;15;Kresťanskodemokratické hnutie;363;1.07;292;80,44
6;Region of Banská Bystrica;604;Rimavská Sobota;609;Rimavská Sobota;16;Slovenská liga;11;0.03;8;72,72
6;Region of Banská Bystrica;604;Rimavská Sobota;609;Rimavská Sobota;17;VLASŤ;539;1.6;467;86,64
6;Region of Banská Bystrica;604;Rimavská Sobota;609;Rimavská Sobota;18;MOST - HÍD;4971;14.76; 4 729;95,13
6;Region of Banská Bystrica;604;Rimavská Sobota;609;Rimavská Sobota;19;SMER - sociálna demokracia;4766;14.15; 4 159;87,26
6;Region of Banská Bystrica;604;Rimavská Sobota;609;Rimavská Sobota;20;SOLIDARITA - Hnutie pracujúcej chudoby;63;0.18;37;58,73
6;Region of Banská Bystrica;604;Rimavská Sobota;609;Rimavská Sobota;21;HLAS ĽUDU;18;0.05;12;66,66
6;Region of Banská Bystrica;604;Rimavská Sobota;609;Rimavská Sobota;22;Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť;5780;17.16; 5 394;93,32
6;Region of Banská Bystrica;604;Rimavská Sobota;609;Rimavská Sobota;23;Práca slovenského národa;22;0.06;12;54,54
6;Region of Banská Bystrica;604;Rimavská Sobota;609;Rimavská Sobota;24;Kotlebovci - Ľudová strana Naše Slovensko;3626;10.76; 3 253;89,71
6;Region of Banská Bystrica;604;Rimavská Sobota;609;Rimavská Sobota;25;Socialisti.sk;150;0.44;107;71,33
6;Region of Banská Bystrica;605;Veľký Krtíš;610;Veľký Krtíš;1;Slovenská ľudová strana Andreja Hlinku;120;0.6;100;83,33
6;Region of Banská Bystrica;605;Veľký Krtíš;610;Veľký Krtíš;2;DOBRÁ VOĽBA;471;2.37;353;74,94
6;Region of Banská Bystrica;605;Veľký Krtíš;610;Veľký Krtíš;3;Sloboda a Solidarita;725;3.64;595;82,06
6;Region of Banská Bystrica;605;Veľký Krtíš;610;Veľký Krtíš;4;SME RODINA;1358;6.83; 1 107;81,51
6;Region of Banská Bystrica;605;Veľký Krtíš;610;Veľký Krtíš;5;Slovenské Hnutie Obrody;19;0.09;13;68,42
6;Region of Banská Bystrica;605;Veľký Krtíš;610;Veľký Krtíš;6;ZA ĽUDÍ;745;3.75;579;77,71
6;Region of Banská Bystrica;605;Veľký Krtíš;610;Veľký Krtíš;7;MÁME TOHO DOSŤ !;53;0.26;38;71,69
6;Region of Banská Bystrica;605;Veľký Krtíš;610;Veľký Krtíš;9;Slovenská národná strana;511;2.57;396;77,49
6;Region of Banská Bystrica;605;Veľký Krtíš;610;Veľký Krtíš;10;Demokratická strana;15;0.07;13;86,66
6;Region of Banská Bystrica;605;Veľký Krtíš;610;Veľký Krtíš;11;OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA;4043;20.35; 3 406;84,24
6;Region of Banská Bystrica;605;Veľký Krtíš;610;Veľký Krtíš;12;Koalícia Progresívne Slovensko a SPOLU - občianska demokracia;822;4.13;645;78,46
6;Region of Banská Bystrica;605;Veľký Krtíš;610;Veľký Krtíš;13;STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI;17;0.08;11;64,70
6;Region of Banská Bystrica;605;Veľký Krtíš;610;Veľký Krtíš;14;99 % - občiansky hlas;7;0.03;6;85,71
6;Region of Banská Bystrica;605;Veľký Krtíš;610;Veľký Krtíš;15;Kresťanskodemokratické hnutie;258;1.29;174;67,44
6;Region of Banská Bystrica;605;Veľký Krtíš;610;Veľký Krtíš;16;Slovenská liga;14;0.07;12;85,71
6;Region of Banská Bystrica;605;Veľký Krtíš;610;Veľký Krtíš;17;VLASŤ;441;2.21;383;86,84
6;Region of Banská Bystrica;605;Veľký Krtíš;610;Veľký Krtíš;18;MOST - HÍD;1389;6.99; 1 217;87,61
6;Region of Banská Bystrica;605;Veľký Krtíš;610;Veľký Krtíš;19;SMER - sociálna demokracia;3693;18.58; 3 140;85,02
6;Region of Banská Bystrica;605;Veľký Krtíš;610;Veľký Krtíš;20;SOLIDARITA - Hnutie pracujúcej chudoby;27;0.13;22;81,48
6;Region of Banská Bystrica;605;Veľký Krtíš;610;Veľký Krtíš;21;HLAS ĽUDU;16;0.08;9;56,25
6;Region of Banská Bystrica;605;Veľký Krtíš;610;Veľký Krtíš;22;Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť;2803;14.1; 2 384;85,05
6;Region of Banská Bystrica;605;Veľký Krtíš;610;Veľký Krtíš;23;Práca slovenského národa;6;0.03;5;83,33
6;Region of Banská Bystrica;605;Veľký Krtíš;610;Veľký Krtíš;24;Kotlebovci - Ľudová strana Naše Slovensko;2247;11.31; 1 909;84,95
6;Region of Banská Bystrica;605;Veľký Krtíš;610;Veľký Krtíš;25;Socialisti.sk;66;0.33;38;57,57
6;Region of Banská Bystrica;606;Zvolen;604;Detva;1;Slovenská ľudová strana Andreja Hlinku;23;0.13;18;78,26
6;Region of Banská Bystrica;606;Zvolen;604;Detva;2;DOBRÁ VOĽBA;542;3.14;406;74,90
6;Region of Banská Bystrica;606;Zvolen;604;Detva;3;Sloboda a Solidarita;717;4.16;556;77,54
6;Region of Banská Bystrica;606;Zvolen;604;Detva;4;SME RODINA;1993;11.56; 1 607;80,63
6;Region of Banská Bystrica;606;Zvolen;604;Detva;5;Slovenské Hnutie Obrody;11;0.06;6;54,54
6;Region of Banská Bystrica;606;Zvolen;604;Detva;6;ZA ĽUDÍ;587;3.4;476;81,09
6;Region of Banská Bystrica;606;Zvolen;604;Detva;7;MÁME TOHO DOSŤ !;53;0.3;35;66,03
6;Region of Banská Bystrica;606;Zvolen;604;Detva;9;Slovenská národná strana;752;4.36;579;76,99
6;Region of Banská Bystrica;606;Zvolen;604;Detva;10;Demokratická strana;27;0.15;21;77,77
6;Region of Banská Bystrica;606;Zvolen;604;Detva;11;OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA;3367;19.54; 2 910;86,42
6;Region of Banská Bystrica;606;Zvolen;604;Detva;12;Koalícia Progresívne Slovensko a SPOLU - občianska demokracia;816;4.73;671;82,23
6;Region of Banská Bystrica;606;Zvolen;604;Detva;13;STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI;8;0.04;5;62,50
6;Region of Banská Bystrica;606;Zvolen;604;Detva;14;99 % - občiansky hlas;10;0.05;5;50,00
6;Region of Banská Bystrica;606;Zvolen;604;Detva;15;Kresťanskodemokratické hnutie;940;5.45;829;88,19
6;Region of Banská Bystrica;606;Zvolen;604;Detva;16;Slovenská liga;3;0.01;3;100,00
6;Region of Banská Bystrica;606;Zvolen;604;Detva;17;VLASŤ;574;3.33;474;82,57
6;Region of Banská Bystrica;606;Zvolen;604;Detva;18;MOST - HÍD;35;0.2;29;82,85
6;Region of Banská Bystrica;606;Zvolen;604;Detva;19;SMER - sociálna demokracia;4526;26.27; 3 950;87,27
6;Region of Banská Bystrica;606;Zvolen;604;Detva;20;SOLIDARITA - Hnutie pracujúcej chudoby;24;0.13;22;91,66
